"quantidade_doadores","total_receita","media_receita","recursos_de_outros_candidatos.comites","recursos_de_partidos","recursos_de_pessoas_físicas","recursos_de_pessoas_juridicas","recursos_proprios","votos","quantidade_despesas","quantidade_fornecedores","media_despesa","sexo"
5,17100,2137.5,4217.5,6325.485,12050,28086,5050,664,14,7,1221.42857142857,2
6,9315,1035,1665,5200,250,28086,2200,70,21,13,442.923809523809,2
1,400,200,4217.5,400,4550,28086,5019.35,67,2,1,200,1
1,350,350,4217.5,6325.485,4550,28086,350,218,7,4,47.6142857142857,2
3,3178,454,1316,6325.485,1862,28086,5019.35,584,7,3,454,1
32,955392.44,12248.621025641,92339,6325.485,580303.44,282750,5019.35,30109,567,222,1684.99548500882,2
3,4727.05,945.41,3227.05,6325.485,1500,28086,5019.35,588,5,3,945.41,2
3,89455.17,6389.655,4217.5,6325.485,4000,28086,85455.17,4472,51,14,1754.02294117647,2
12,587000,32611.1111111111,4217.5,562000,22500,2500,5019.35,29481,378,338,1552.91005291005,2
2,3600,1200,4217.5,6325.485,2000,28086,1600,1219,10,3,350.54,2
5,349269.66,21829.35375,1075,1580,2160,4629.66,339825,55170,277,45,1260.90129963899,2
6,8942.5,993.611111111111,4987.5,6325.485,3700,28086,255,690,11,7,812.922727272727,2
4,5482.5,913.75,782.5,4500,200,28086,5019.35,959,6,4,913.75,2
6,44512.63,2967.50866666667,2256.63,29986,11000,28086,1270,18742,63,25,725.425873015873,2
10,35985.4,1635.7,150,612.5,23477,28086,11745.9,6560,111,33,324.192972972973,2
2,1448,724,4217.5,6325.485,1448,28086,5019.35,275,2,2,724,2
1,883.9,441.95,4217.5,6325.485,4550,28086,883.9,229,3,2,294.633333333333,2
21,346709.51,4815.40986111111,66208.5,1e+05,126500,1500,52501.01,36614,290,100,1195.55006896552,2
14,5637809.06,11869.0717052632,1518025.64,3542000,272783.42,305000,5019.35,250916,2294,871,2455.57639930253,2
4,4649.5,929.9,145,2500,2000,28086,4.5,2195,5,4,929,2
3,1238.54,82.5693333333333,672.95,565.59,4550,28086,5019.35,33,15,3,82.5693333333333,1
1,1000,1000,4217.5,1000,4550,28086,5019.35,298,2,2,1000,2
2,2996.5,749.125,1996.5,6325.485,4550,28086,1000,2085,3,1,665.5,2
7,544575,18152.5,486775,55000,2800,28086,5019.35,13065,280,177,2322.61675,2
6,32570,2326.42857142857,6910,24860,800,28086,5019.35,1840,60,31,581.055833333333,2
1,3500,3500,4217.5,3500,4550,28086,5019.35,978,1,1,3500,2
3,1210,302.5,4217.5,6325.485,360,28086,850,1849,4,3,265.5,1
5,16673.53,1667.353,5500,2573.53,8600,28086,5019.35,6064,29,8,573.918275862069,2
152,1418428.18,7349.36880829016,30591.96,104000,666815.73,412150,203247.53,109925,1451,1132,979.601371467953,2
8,3850,385,150,6325.485,2700,28086,1000,2071,9,6,427.522222222222,2
1,1e+05,1e+05,4217.5,1e+05,4550,28086,5019.35,186,47,46,2127.51914893617,2
3,1488,297.6,888,6325.485,600,28086,5019.35,475,5,3,297.6,1
4,26290,1877.85714285714,4890,20700,700,28086,5019.35,572,59,17,443.948474576271,2
4,6288.32,698.702222222222,812.62,6325.485,3800,28086,1675.7,257,9,5,698.702222222222,2
1,1200,600,4217.5,6325.485,4550,28086,1200,1197,8,3,149.9125,2
7,60900,8700,4217.5,50000,10900,28086,5019.35,16120,56,28,1087.5,2
5,8300.37,1185.76714285714,4217.5,8000,300,28086,5019.35,594,17,9,488.235294117647,1
9,121000,9307.69230769231,4217.5,25000,40500,50000,5500,14573,120,32,1008.33183333333,2
2,500,250,4217.5,6325.485,500,28086,5019.35,83,2,2,250,1
8,15087.5,1257.29166666667,927.5,6325.485,9450,28086,4710,1645,16,9,941.3125,2
2,600,300,4217.5,6325.485,600,28086,5019.35,15,2,2,300,1
3,320,106.666666666667,4217.5,120,200,28086,5019.35,896,3,3,106.666666666667,2
24,98120.03,1886.92365384615,13849.03,6325.485,54350,13841,16080,7472,106,55,924.127075471698,2
6,125638.29,10469.8575,25000,6325.485,6000,28086,94638.29,23466,120,58,1043.94283333333,2
4,209139.59,16087.6607692308,1560,6325.485,1813.39,28086,205766.2,27374,98,20,2133.99081632653,2
2,3464.5,247.464285714286,3464.5,6325.485,4550,28086,5019.35,790,14,2,247.464285714286,1
91,91468.6,839.161467889908,33450.01,8784.5,13324.94,13682.15,22227,11655,249,126,367.343775100402,1
10,141520,10886.1538461538,800,124000,16720,28086,5019.35,5027,75,33,1886.75826666667,2
5,2803.47,311.496666666667,1457.76,896.46,300,28086,149.25,600,12,5,227.589166666667,2
5,53734,8955.66666666667,4217.5,6325.485,2000,1704,50030,10810,46,18,1168.13043478261,2
6,6355.62,488.893846153846,4217.5,500,311.12,2132.5,3412,908,12,9,529.635,1
2,9150,1830,2900,6250,4550,28086,5019.35,1087,6,5,1525,2
1,21450,2383.33333333333,21450,6325.485,4550,28086,5019.35,100,22,11,974.104545454545,1
1,2514,359.142857142857,2514,6325.485,4550,28086,5019.35,692,7,1,359.142857142857,1
1,21315,2368.33333333333,21315,6325.485,4550,28086,5019.35,462,15,7,1421,2
16,51636.04,2065.4416,4217.5,6325.485,43703.04,28086,7933,7188,44,23,1173.54636363636,2
1,405,405,4217.5,405,4550,28086,5019.35,1485,1,1,405,2
15,15732.39,715.108636363636,6642.29,6325.485,6800,2290.1,5019.35,599,22,15,715.108636363636,1
2,1590.79,530.263333333333,4217.5,6325.485,590.79,28086,1000,1744,4,2,397.6975,2
12,160493.4,10030.8375,4217.5,85000,25173.4,20000,30320,35292,44,12,3598.00022727273,2
2,715,357.5,4217.5,6325.485,665,28086,50,2232,4,2,170.1625,2
4,13147.85,1460.87222222222,12597.85,6325.485,550,28086,5019.35,3769,14,8,939.132142857143,2
2,5759,1151.8,5759,6325.485,4550,28086,5019.35,517,6,3,1009.83333333333,1
54,1312637.41,14424.5869230769,396789.25,150000,110448.16,642800,12600,161744,661,303,1972.63750378215,2
5,21102.86,3517.14333333333,4217.5,6325.485,2502.1,8959.36,9641.4,7238,29,15,727.685172413793,2
3,1230,410,4217.5,6325.485,1230,28086,5019.35,205,3,3,410,2
1,4110,513.75,4110,6325.485,4550,28086,5019.35,1278,8,1,513.75,2
25,80606.64,2600.21419354839,31710,6325.485,42386.49,28086,6510.15,1458,125,49,644.85312,2
22,2859448.5,7770.24048913043,20660.65,2294287.85,3000,440000,1500,227186,1932,548,1424.59668219462,2
2,23520,4704,4217.5,23170,4550,28086,350,837,6,3,3920,1
1,520,173.333333333333,520,6325.485,4550,28086,5019.35,572,3,1,173.333333333333,2
13,117013.84,5572.08761904762,27634.36,6325.485,82950,28086,6429.48,2626,126,60,928.68126984127,2
17,2222031.6,111101.58,289700,99986,146145.6,1386200,3e+05,78387,2140,1671,1038.33178037383,2
7,75827.33,4739.208125,56847.33,6325.485,3000,28086,15980,5353,33,14,2282.37363636364,2
1,662.5,331.25,662.5,6325.485,4550,28086,5019.35,305,2,1,331.25,1
5,3104.6,620.92,800,6325.485,2300,28086,4.6,755,5,5,620.92,1
4,3582.21,511.744285714286,4217.5,1532.21,2050,28086,5019.35,1793,7,4,511.744285714286,1
5,18497.38,2312.1725,1050,15000,2000,420,27.38,729,20,14,924.869,2
9,25395.05,1693.00333333333,3290.05,6325.485,17611.5,28086,4493.5,7127,20,11,1265.6725,2
1,6500,1300,4217.5,6325.485,4550,28086,6500,691,18,9,351.516666666667,2
2,1200,600,4217.5,6325.485,1200,28086,5019.35,625,2,2,600,2
4,11150,1858.33333333333,4217.5,8000,3150,28086,5019.35,772,16,6,582.936875,1
8,4532,566.5,4217.5,6325.485,4450,28086,82,2829,11,6,412,2
4,7990,887.777777777778,290,6325.485,600,28086,7100,1983,23,15,347.391304347826,2
4,5462.8,606.977777777778,3158,6325.485,500,28086,1804.8,460,21,10,260.133333333333,2
8,674833.2,67483.32,8333.2,550000,25000,53000,38500,176239,143,27,4718.4593006993,2
2,10842.5,1084.25,4217.5,9342.5,4550,1500,5019.35,456,15,7,722.833333333333,2
81,847828.13,8924.50663157895,37424.54,199992.2,211300,384829,14282.39,116909,1460,665,580.704205479452,2
4,2823,352.875,420.5,1302.5,1100,28086,5019.35,621,10,5,274.775,2
4,8014.2,1001.775,4550,6325.485,1500,28086,1964.2,1169,11,6,728.563636363636,2
3,42777.35,1584.3462962963,33770,6325.485,4550,28086,9000,8709,42,5,1017.14142857143,2
6,4838,691.142857142857,4217.5,6325.485,2860,877.8,0.2,629,4,1,1500.5,2
4,50992.5,10198.5,102.5,6325.485,118,50000,772,2722,20,11,2549.625,2
12,129968.4,9283.45714285714,4217.5,6325.485,124468.4,28086,5500,12291,14,4,9283.45714285714,2
3,4947.83,1649.27666666667,4347.83,6325.485,600,28086,5019.35,145,3,3,1649.27666666667,1
1,200,200,4217.5,6325.485,200,28086,5019.35,2151,1,1,200,1
79,2464290.52,19103.0272868217,164630.52,771210,275000,1250000,3450,62607,713,365,4075.19708274895,2
5,52390.47,2095.6188,16500,27808.47,5850,28086,2232,1365,77,35,680.395714285714,2
28,110956.72,2580.3888372093,71360.72,10000,24896,3500,1200,6224,98,46,1132.19959183673,1
5,26116.64,3730.94857142857,24566.64,6325.485,650,28086,900,9546,27,19,967.282962962963,2
3,3190,638,1000,900,4550,28086,1290,206,9,4,353.377777777778,1
8,150984.2,1623.48602150538,4217.5,6325.485,35529,109955.2,5500,10046,139,41,1045.72100719424,2
2,2073,518.25,4217.5,6325.485,2073,28086,5019.35,1330,11,4,187.354545454545,1
5,11172,1862,4217.5,3000,5172,28086,3000,3538,15,7,744.8,2
2,490,245,290,6325.485,200,28086,5019.35,2915,2,2,245,1
4,8489.5,1061.1875,4217.5,5984.5,1585,28086,920,1747,9,6,940.883333333333,2
6,63114.4,10519.0666666667,4217.5,6325.485,8000,55114.4,5019.35,3506,27,14,2337.57037037037,2
20,43281.52,1272.98588235294,5829.5,3000,24091.47,2500,7860.55,6820,71,23,609.598873239437,2
46,164411.18,2491.07848484849,22984.18,6325.485,131343,10084,5019.35,10650,181,106,908.349005524862,2
3,322452.19,32245.219,103501.4,6325.485,4550,28086,218950,92499,286,137,1126.59702797203,2
8,17778.04,1367.54153846154,1345,6325.485,500,28086,15933.04,2493,22,12,809.683636363636,2
23,67352.99,1772.44710526316,12557.5,6325.485,44700,28086,10095.49,5042,62,40,1086.3385483871,2
2,2300,1150,4217.5,6325.485,2300,28086,5019.35,979,2,2,1150,2
21,52502.49,2100.0996,17072.5,6325.485,25429.99,28086,10000,5995,64,33,820.35140625,2
1,14717.91,1132.14692307692,4217.5,14717.91,4550,28086,5019.35,251,13,1,1132.14692307692,2
13,992023,7690.1007751938,4217.5,5108.65,8505.5,528408.85,450000,30307,709,527,1399.18617771509,2
9,1878332.48,30295.6851612903,33332.46,1395000.02,4550,450000,5019.35,111643,296,54,6343.49878378378,2
3,1387.5,346.875,1087.5,6325.485,300,28086,5019.35,756,4,3,346.875,1
7,266000,19000,120000,130000,6000,10000,5019.35,18355,78,27,3409.90025641026,2
45,421880,7150.50847457627,12190,6325.485,68400,290030,51260,66910,146,66,2889.31993150685,2
3,5505.74,550.574,3805.74,6325.485,1700,28086,5019.35,530,10,3,550.574,2
1,14800,7400,4217.5,14800,4550,28086,5019.35,805,24,16,616.666666666667,2
122,1523176.6,4479.93117647059,244942.63,731000,184555.97,347500,15178,84419,1932,449,1092.52727225673,2
16,1345909.33,39585.5685294118,315309.33,6e+05,29750,378850,22000,71878,1327,667,1014.19574227581,1
3,3397.3,1132.43333333333,4217.5,2500,4550,596,301.3,699,30,9,103.456666666667,2
2,1202.5,400.833333333333,202.5,1000,4550,28086,5019.35,26,3,2,400.833333333333,1
8,126089.5,7417.02941176471,61889.5,3600,9400,28086,51200,11354,106,50,1189.52367924528,2
26,41565,1065.76923076923,4217.5,5000,23520,5000,8045,25835,30,15,1384.41,1
14,128506,4942.53846153846,4217.5,116,94700,300,33390,3531,47,20,2731.30510638298,2
5,9212.5,921.25,4217.5,6325.485,200,5812.5,3200,1511,19,6,484.868421052632,2
2,36095.98,6015.99666666667,4217.5,34595.98,1500,28086,5019.35,3264,96,42,375.999791666667,1
1,527.5,263.75,527.5,6325.485,4550,28086,5019.35,86,2,1,263.75,1
5,7708.5,335.152173913043,2654,6325.485,1600,28086,3454.5,1025,23,8,335.152173913043,2
3,53211,5321.1,4217.5,5000,50,28086,48161,2437,22,10,2418.58590909091,2
5,52242.39,2902.355,7742.39,6325.485,4550,40000,4500,6510,126,46,414.622222222222,2
19,737310,29492.4,4200,515000,114110,104000,5019.35,64445,65,35,11302.5427692308,2
5,52948,3309.25,20000,6325.485,7948,10000,15000,4089,45,20,1176.58577777778,2
5,6858,623.454545454545,3810,1448,1400,28086,200,530,11,5,623.454545454545,2
3,17002.5,2833.75,4252.5,6325.485,5000,28086,7750,9040,8,5,2125.3125,2
88,2499271.96,16124.3352258065,151163.85,808784,282242.22,1193947.2,62634.69,131687,1874,1394,1333.38951974386,2
1,350,350,4217.5,6325.485,350,28086,5019.35,269,1,1,350,1
2,6905.34,986.477142857143,2037.82,4867.52,4550,28086,5019.35,618,7,2,986.477142857143,1
325,1925587.85,4036.87180293501,276104.3,444485,545554.55,556700,102744,77595,2049,678,938.084734016593,1
8,70905,5908.75,4217.5,60000,5005,4400,1500,15851,29,18,2445,1
4,12420,2484,4217.5,6325.485,8200,28086,4220,8619,33,12,375.462121212121,2
8,296350,22796.1538461538,25000,6325.485,12400,2e+05,58950,13610,178,135,1664.75960674157,1
3,5252.5,875.416666666667,542.5,4000,4550,28086,710,507,9,6,581.444444444444,1
10,205243.25,17103.6041666667,2475.25,6325.485,5400,191785,5583,22253,59,32,3478.69915254237,2
22,186165,7446.6,2400,6325.485,168765,28086,15000,15929,27,14,6895.00037037037,2
3,9800,1400,4217.5,6325.485,2000,28086,7800,7464,13,8,742.573076923077,2
1,4836.5,1209.125,4836.5,6325.485,4550,28086,5019.35,504,4,1,1209.125,2
4,2286,381,836,6325.485,1400,28086,50,1135,5,3,931.2,2
9,18139.24,1007.73555555556,653.26,6325.485,13235,3550.98,700,6763,24,12,755.055416666667,2
22,153123.29,4138.4672972973,2205,10000,65700,55700,19518.29,10192,81,47,1890.41098765432,2
11,25585.05,1066.04375,4217.5,650,7485.05,28086,17450,18486,21,11,1217.42333333333,1
2,1200,600,4217.5,6325.485,1200,28086,5019.35,903,2,2,600,1
2,2360,337.142857142857,4217.5,6325.485,4550,500,1860,623,13,4,180.869230769231,2
103,931206.38,7108.44564885496,160470,288110,237071.38,220405,25150,134157,267,193,3487.66434456929,1
2,1150.03,575.015,650.03,6325.485,500,28086,5019.35,740,2,2,575.015,1
1,3725,1862.5,3725,6325.485,4550,28086,5019.35,3898,2,1,1862.5,1
23,177306.03,2686.455,3947.49,21057.77,55600,49700.77,47000,53380,188,49,941.826914893617,2
34,143596.03,2871.9206,21790,36400,38921.04,43800,2684.99,7552,160,37,897.4751875,2
7,3052.05,381.50625,911.25,700,985.8,28086,455,1457,8,6,381.50625,2
3,394789.5,30368.4230769231,2500,392289.5,4550,28086,5019.35,5715,70,29,5639.85,1
128,563837.79,3809.7147972973,13399.54,6325.485,348500,195000,5000,23662,558,284,1007.62069892473,2
3,2950,983.333333333333,4217.5,6325.485,2300,28086,650,14371,2,2,1475,2
2,3922.5,784.5,4217.5,3922.5,4550,28086,5019.35,74,5,2,784.5,1
7,26141.25,1867.23214285714,26.25,22115,4000,28086,5019.35,6158,24,17,1088.92708333333,2
13,905754.99,9057.5499,37862.57,400020,8000,359872.42,1e+05,148628,146,21,6203.80130136986,2
2,2905.86,415.122857142857,4217.5,2905.86,4550,28086,5019.35,3709,7,2,415.122857142857,1
9,72423,2194.63636363636,2500,29323,40600,28086,5019.35,18709,50,19,1448.448,2
62,151253.05,1096.0365942029,9389.05,6325.485,104364,28086,37500,8612,260,44,581.614230769231,2
3,28553.21,5710.642,4217.5,25000,1000,28086,2553.21,4429,42,20,679.838333333333,1
4,12794,3198.5,4217.5,500,12294,28086,5019.35,681,4,4,3198.5,1
3,5581.5,1860.5,4981.5,6325.485,600,28086,5019.35,173,3,3,1860.5,1
3,3708,463.5,1000,6325.485,400,28086,2308,1345,7,4,529.714285714286,2
1,1550,1550,1550,6325.485,4550,28086,5019.35,9,2,2,759.2,1
5,4946.5,618.3125,1302.5,6325.485,700,28086,2944,627,11,9,449.681818181818,2
16,72013.15,3790.16578947368,1512.15,6325.485,8670,46831,15000,43707,91,53,791.34978021978,2
6,5101.8,510.18,4217.5,2814.8,1802,28086,485,1129,11,7,463.209090909091,1
2,1690,422.5,4217.5,790,4550,28086,900,1347,11,4,149.854545454545,2
2,2862,1431,2500,6325.485,362,28086,5019.35,9,2,2,1431,1
6,130623.81,18660.5442857143,617.05,6325.485,4550,103596.76,26410,9890,39,21,4834.0141025641,2
1,4000,4000,4217.5,6325.485,4550,28086,4000,974,5,5,1214.004,1
1,250,250,4217.5,6325.485,250,28086,5019.35,80,1,1,250,1
12,70312.47,4394.529375,2500,6325.485,62012.47,28086,5800,9247,32,12,2197.2646875,1
2,85567.24,4074.63047619048,60367.24,25200,4550,28086,5019.35,1794,156,56,535.133141025641,2
3,3225,358.333333333333,4217.5,6325.485,1800,28086,1425,728,8,4,403.125,2
16,43684,1899.30434782609,1000,6325.485,26434,28086,16250,3782,30,18,1455.82433333333,2
2,400,200,4217.5,6325.485,400,28086,5019.35,2113,2,2,200,2
2,600,300,4217.5,6325.485,600,28086,5019.35,131,2,2,300,2
2,650,325,4217.5,6325.485,650,28086,5019.35,719,2,2,325,2
4,15589.48,2227.06857142857,4217.5,5000,600,28086,9989.48,849,14,5,1113.53428571429,2
6,6887.2,688.72,277.2,4000,2000,28086,610,1206,19,7,362.484210526316,2
6,9015,1287.85714285714,615,6325.485,4000,28086,4400,2669,19,8,474.473684210526,1
13,68773.5,3438.675,48023.5,15000,4550,1200,5019.35,2940,55,42,1328.96890909091,1
1,215,107.5,4217.5,6325.485,4550,28086,215,2008,3,2,63.3,2
1,1965,655,1965,6325.485,4550,28086,5019.35,240,3,1,655,1
35,375463.74,8939.61285714286,1907.04,6325.485,248127,3429.7,122000,38744,79,38,4752.31443037975,2
12,1901580,79232.5,150000,1471580,10000,230000,40000,89118,387,90,6420.45020671835,2
7,29121,1941.4,5000,17940,4600,28086,1581,1075,29,16,991.688965517241,1
2,9916.89,1416.69857142857,9916.89,6325.485,4550,28086,5019.35,273,7,2,1416.69857142857,1
52,521032.05,6354.0493902439,55250.72,124251.33,176580,9000,155950,112722,374,246,1393.13516042781,2
47,840231.71,11669.8848611111,112764.51,6325.485,180900,476567.2,70000,193573,468,84,1795.36692307692,2
4,9852.5,985.25,3652.5,6325.485,1000,28086,5200,2584,23,11,428.369565217391,2
1,550,275,550,6325.485,4550,28086,5019.35,83,2,1,275,1
63,2973591.44,24175.5401626016,41491.43,1260000,329000,1327300.01,15800,115942,1649,1274,1803.15958156458,2
2,1886.5,377.3,4217.5,1286.5,600,28086,5019.35,236,5,2,377.3,1
1,24468.13,2039.01083333333,24468.13,6325.485,4550,28086,5019.35,1425,12,1,2039.01083333333,2
5,1146,127.333333333333,291,6325.485,450,405,5019.35,1492,9,5,127.333333333333,2
34,30510,744.146341463415,475,790,27945,500,800,12378,29,20,987.495172413793,2
1,800,800,4217.5,800,4550,28086,5019.35,1017,6,2,436.166666666667,2
275,75592.07,257.993412969283,4217.5,6325.485,47749,4700,5019.35,144770,35,24,2145.48771428571,2
6,843140,19162.2727272727,46140,375000,4550,222000,2e+05,55380,164,38,5130.58713414634,2
14,51305.97,3017.99823529412,4347.83,2658.14,15300,28086,29000,15900,35,22,1465.88485714286,2
1,1520,760,1520,6325.485,4550,28086,5019.35,145,2,1,760,1
16,1704577.07,35512.0222916667,671.05,1400000,19700,284206.02,5019.35,123770,1017,331,1676.08366764995,2
3,8326,1387.66666666667,4217.5,6325.485,3700,28086,4626,209,11,7,758.527272727273,2
46,1278578.76,19372.4054545455,27738.76,242500,268340,730000,10000,117590,1371,467,932.588446389497,2
17,99993.64,3124.80125,3531.64,40000,18862,5000,32600,6922,83,61,1204.61012048193,2
31,66405.7,2075.178125,4217.5,6325.485,50595.7,10610,5200,13558,49,32,1349.35918367347,2
11,26180.2,1006.93076923077,16330.2,6325.485,9850,28086,5019.35,6959,35,16,751.062857142857,1
2,150000,30000,110000,40000,4550,28086,5019.35,9159,21,4,7142.32142857143,2
2,3221.55,1073.85,877.8,2343.75,4550,28086,5019.35,4043,1,1,2343.75,2
3,2526.72,842.24,1526.72,6325.485,1000,28086,5019.35,1185,3,3,842.24,2
5,117551.17,11755.117,25000,6325.485,4450,1.17,88100,13738,49,46,2396.86265306122,2
1,70000,35000,4217.5,6325.485,4550,28086,70000,974,29,13,2413.79310344828,2
2,9965,1245.625,8565,1400,4550,28086,5019.35,2586,8,2,1245.625,2
3,2060,515,560,6325.485,1500,28086,5019.35,1770,4,3,515,2
2,7297,1042.42857142857,4217.5,6325.485,250,7047,5019.35,1121,7,2,1042.42857142857,2
6,215895.49,21589.549,2300,6325.485,2955.49,28086,210640,35463,80,29,2698.693625,2
8,6150,615,4217.5,6325.485,5650,28086,500,4329,12,5,511.25,2
3,1300.93,260.186,300.93,100,4550,28086,900,2058,6,3,216.821666666667,2
12,139140.61,4092.37088235294,6209.46,6325.485,27600,28086,105331.15,25389,242,73,574.961198347107,2
4,3602.5,450.3125,2902.5,6325.485,700,28086,5019.35,624,8,4,450.3125,2
2,3500,700,300,6325.485,4550,28086,3200,716,3,2,1062.53333333333,2
22,1795269.49,35905.3898,4347.83,1365921.66,216500,110000,98500,61419,1084,622,1656.10615313653,1
1,673.75,112.291666666667,4217.5,6325.485,4550,28086,673.75,500,12,5,56.1458333333333,2
5,6576.3,939.471428571429,3732.25,2343.75,500,28086,5019.35,183,41,21,158.559268292683,1
8,40203.67,3092.59,33703.67,6325.485,6500,28086,5019.35,189,13,8,3092.59,1
15,52225.56,2373.88909090909,4217.5,6325.485,31520,15756.64,3500,14902,233,99,239.488197424893,1
3,1232.25,205.375,732.25,6325.485,500,28086,5019.35,173,6,3,205.375,2
4,3124,781,1400,6325.485,1724,28086,5019.35,75,4,4,781,2
1,21450,2383.33333333333,21450,6325.485,4550,28086,5019.35,98,18,7,1191.66666666667,1
1,6600,3300,4217.5,6325.485,4550,28086,6600,1566,20,10,330,2
15,1633484.63,52693.0525806452,116370.17,6325.485,152831.65,997351.66,366931.15,42739,2878,634,567.572345378735,2
11,18088,786.434782608696,12388,6325.485,4900,400,400,3768,31,16,657.625806451613,2
6,23748.19,1583.21266666667,15162.29,6325.485,6000,28086,2585.9,1786,16,7,1484.261875,2
2,4730,1182.5,4217.5,1890,4550,28086,2840,1109,6,4,788.333333333333,2
9,85030,5001.76470588235,10000,6325.485,36030,39000,5019.35,16629,40,18,2125.75,2
18,461728,15390.9333333333,4180,220000,208348,9200,20000,44263,244,105,1890.28799180328,2
58,858162.5,12259.4642857143,80461.5,190000,177701,410000,5019.35,87003,1179,270,727.855801526718,2
4,36897,5271,4217.5,31597,5300,28086,5019.35,1997,9,5,4099.66666666667,2
5,28152.61,1759.538125,17677.83,3024.78,300,28086,7150,46857,21,9,1340.60047619048,2
5,59925.29,2066.38931034483,35825.29,6325.485,4000,100,20000,2277,57,28,1051.18035087719,1
32,53816.99,1251.55790697674,2767,6325.485,37000,14049.99,5019.35,4138,183,66,214.953333333333,2
24,2279384.99,44693.8233333333,4217.5,6325.485,98000,947300,1234084.99,75519,1501,372,1518.57764823451,2
4,14247.96,1187.33,11201.84,3046.12,4550,28086,5019.35,703,12,4,1187.33,2
1,4422.08,1474.02666666667,4217.5,4422.08,4550,28086,5019.35,61,3,1,1474.02666666667,2
96,4834358.25,16114.5275,154273.47,1197000,76083.28,3394001.5,13000,135772,1589,611,5326.99442416614,2
2,1000,500,4217.5,6325.485,1000,28086,5019.35,141,2,2,500,1
1,10000,10000,4217.5,6325.485,4550,28086,10000,284,9,4,1111.12,2
3,1700,566.666666666667,4217.5,6325.485,1700,28086,5019.35,303,3,3,566.666666666667,2
1,1180,590,4217.5,6325.485,4550,28086,1180,210,18,9,65.5561111111111,2
56,27978,437.15625,4217.5,6325.485,19528,28086,8450,6176,35,12,797.214285714286,2
2,600,300,4217.5,6325.485,600,28086,5019.35,382,2,2,300,2
10,217543,8367.03846153846,8400,3083,19500,186560,5019.35,50962,82,29,2651.33731707317,2
6,39742.65,1727.94130434783,24432.65,6325.485,2300,28086,13010,4548,27,7,1471.95,2
5,609330,76166.25,4217.5,551580,750,50000,7000,61899,43,23,14088.4272093023,2
22,334110,9280.83333333333,4217.5,6325.485,9500,245250,79360,13686,150,108,2226.9656,2
5,3422.48,285.206666666667,337.5,205.13,1814,28086,1065.85,227,15,8,226.018666666667,1
3,33633.89,3057.62636363636,4217.5,6325.485,20000,2533.89,11100,2641,15,8,2068.594,2
61,575913.21,7383.50269230769,4217.5,2200,311713.21,228000,34000,63671,81,38,7110.03962962963,2
5,4475,497.222222222222,2925,6325.485,300,600,650,651,9,5,491.666666666667,2
1,5400,1350,4217.5,6325.485,4550,28086,5400,245,9,6,600,1
4,12927.4,2585.48,4217.5,6325.485,2400,28086,10527.4,2745,14,5,923.385714285714,2
1,1155,577.5,1155,6325.485,4550,28086,5019.35,347,2,1,577.5,1
1,114.5,114.5,114.5,6325.485,4550,28086,5019.35,2432,1,1,114.5,1
15,16341,778.142857142857,4217.5,6325.485,15426,28086,915,1940,22,9,741.431818181818,1
2,4939,1234.75,4939,6325.485,4550,28086,5019.35,1186,4,2,1234.75,2
10,11823.5,1074.86363636364,1167.5,7056,3600,28086,5019.35,265,11,10,1074.86363636364,1
1,1177.4,294.35,4217.5,1177.4,4550,28086,5019.35,551,4,1,294.35,2
5,4622.89,513.654444444444,1054.19,6325.485,3328.8,28086,239.9,388,11,7,420.262727272727,2
2,2863.25,572.65,4217.5,2637.15,4550,28086,226.1,164,6,3,477.208333333333,2
3,18247.5,3649.5,3247.5,6325.485,15000,28086,5019.35,1504,5,3,3649.5,2
14,118005.81,4370.58555555556,900,80000,17850,19255.81,5019.35,6366,60,38,1966.7635,2
2,2085,695,585,6325.485,4550,28086,1500,751,9,5,227.988888888889,2
2,1352.5,338.125,952.5,400,4550,28086,5019.35,387,4,2,338.125,2
3,2064,688,64,6325.485,2000,28086,5019.35,1424,3,3,688,1
4,3228,230.571428571429,2578,6325.485,650,28086,5019.35,346,14,4,230.571428571429,1
26,564356,7329.2987012987,92984,230000,52650,134222,54500,82236,805,205,695.141950310559,2
5,3880,242.5,2540,6325.485,650,28086,690,258,17,7,227.147058823529,2
2,1500,750,4217.5,6325.485,1500,28086,5019.35,30,2,2,750,1
4,6894.6,766.066666666667,3323,6325.485,2850,28086,721.6,1608,21,5,328.314761904762,2
1,2782.65,695.6625,4217.5,6325.485,4550,2782.65,5019.35,589,4,1,695.6625,1
2,4605,1151.25,205,4400,4550,28086,5019.35,289,4,2,1151.25,1
2,6000,1000,4217.5,6325.485,6000,28086,5019.35,15,6,2,1000,1
5,18815.34,783.9725,12893.84,4211.5,850,28086,860,171,24,6,783.328333333333,2
2,1790,447.5,1050,6325.485,740,28086,5019.35,1492,4,2,444.75,2
6,102178.81,10217.881,10900,20000,1278.81,70000,5019.35,2078,46,20,2221.28543478261,1
3,18503.75,2643.39285714286,16703.75,6325.485,1800,28086,5019.35,846,7,3,2643.39285714286,1
4,14487.5,2069.64285714286,1087.5,400,10000,28086,3000,607,15,8,965.560666666667,2
2,1023.06,170.51,773,6325.485,4550,250.06,5019.35,665,6,2,170.51,2
24,389385.4,10523.9297297297,177281.99,2993.82,66507,112200,30000,54134,179,119,2175.3374301676,2
